authorId,name
2193691,N. Bostrom
2336957677,Kang Zhang
2150439478,Xin Yang
2115568943,Yifei Wang
2341465150,Yunfang Yu
2257481824,Niu Huang
2341278744,Gen Li
2341320480,Xiaokun Li
2321665003,Joseph Wu
2144996119,Shengyong Yang
1669767608,Lijia Chen
47978704,Pingping Chen
144264986,Zhijian Lin
46506460,Hanchen Wang
2427076,Tianfan Fu
93584228,Yuanqi Du
2153575781,Wenhao Gao
49454094,Kexin Huang
2117941801,Ziming Liu
89356020,P. Chandak
1563693999,Shengchao Liu
2226485816,Peter Van Katwyk
48860334,Andreea Deac
2047844,Anima Anandkumar
46354410,K. Bergen
2188778449,Carla P. Gomes
2226475487,Shirley Ho
143967473,Pushmeet Kohli
1764249,Joan Lasenby
2110264337,Tie-Yan Liu
2613935,A. Manrai
2226493959,D. Marks
2378027,Bharath Ramsundar
2159642226,Le Song
1738536,Jimeng Sun
2115854801,Jian Tang
3444569,Petar Velickovic
2228923747,Max Welling
2359205623,Linfeng Zhang
13027820,Connor W. Coley
1865800402,Y. Bengio
2095762,M. Zitnik
1699771,P. Hitzler
51931569,Md Kamruzzaman Sarker
2117194781,Shan Wang
2155602966,Fang Wang
2332602539,Zhenzhou Zhu
2264403157,Jingxuan Wang
2368468789,T. Tran
2265219069,Zhao Du
150331642,Vikas Hassija
3185174,V. Chamola
2233658018,Atmesh Mahapatra
2147282532,Abhinandan Singal
73235682,Divyansh Goel
5380819,Kaizhu Huang
1752983,Simone Scardapane
115566972,Indro Spinelli
2188228655,Mufti Mahmud
2199960729,Amir Hussain
2168834,H. Crompton
46596152,D. Burke
47495965,Sajid Ali
2999175,T. Abuhmed
1412328163,Shaker El-Sappagh
2065671060,Khan Muhammad
2151319597,J. Alonso-Moral
144833154,R. Confalonieri
1704327,Riccardo Guidotti
1423321194,N. Díaz-Rodríguez
67092021,F. Jiang
2117937034,Yong Jiang
1976425918,Hui Zhi
1974599,Yi Dong
36156845,Sufeng Ma
119918227,Yilong Wang
47454309,Q. Dong
46829048,Haipeng Shen
2108094216,Yongjun Wang
145207212,T. Davenport
2235117,R. Kalakota
119462164,Shakked Noy
123247135,Whitney Zhang
143819435,A. Hosny
40470674,Chintan Parmar
144101458,John Quackenbush
35802562,L. Schwartz
143849569,H. Aerts
2289937789,Lisa Messeri
2252001646,M. J. Crockett
1582736975,D. Olawade
2000633111,O. Z. Wada
2141688223,Aderonke Odetayo
2192531725,A. David-Olawade
2143276437,Fiyinfoluwa Asaolu
40013762,Judith Eberhardt
5294077,S. S. Sengar
2211979246,Affan Bin Hasan
2302463084,S. Kumar
2302337247,Fiona Carroll
2283933104,Francisco Bolanos
40520756,Angelo Salatino
2052329,Francesco Osborne
2265653887,Enrico Motta
2151645335,Ranu Sewada
2279449118,Ashwani Jangid
2279513475,Piyush Kumar
2354151275,N. Mishra
83249960,Ali S. Tejani
11008452,M. Klontzas
2240178734,Anthony A Gatti
2053663,John T Mongan
2241652185,Linda Moy
2149246758,S. Park
2248119919,Charles E. Kahn
2385476233,M. Farooq
2272659850,Shang Gao
2114797708,Muhammad Adeel Hassan
2225077092,Zhangping Huang
2237514927,Awais Rasheed
2249914584,Sarah Hearne
2315381647,B. Prasanna
2315304982,Xinhai Li
2294503132,Huihui Li
1484657986,Chris Varghese
2243423097,Ewen M. Harrison
2257934340,Greg O'grady
2237627252,E. Topol
104539698,R. Wolniak
101332229,K. Stecuła
120236216,T. Babina
3042015,A. Fedyk
51240905,A. He
40597167,James Hodson
1697177,Bart Verheij
32239759,M. Wiering
49953655,Z. Sadeghi
150271813,R. Alizadehsani
2305411885,Mehmet Akif Çifçi
2383955,Samina Kausar
2139714419,Rizwan Rehman
1822511,P. Mahanta
2055420847,P. Bora
72801201,Ammar Almasri
1901151,Rami Suleiman Alkhawaldeh
1833049320,Sadiq Hussain
2375281093,Bilal Alatas
65856946,A. Shoeibi
1885213,H. Moosaei
2278052143,Milan Hladík
2217035351,Saeid Nahavandi
1759608,P. Pardalos
32433579,Michele Salvagno
4254919,F. Taccone
1738459585,A. Gerli
39972122,P. Nath
15222643,A. K. Mishra
2261075041,Ramesh Sharma
5849659,Biswanath Bhunia
2260404944,Bishwambhar Mishra
2257052575,A. Tiwari
2260908366,Prakash Kumar Nayak
79382006,Minaxi Sharma
2283865405,Tamanna Bhuyan
87698223,Sushant Kaushal
5163515,Y. K. Mohanta
2120687318,Kandi Sridhar
50474058,Ming-Hui Huang
1813939,R. Rust
35064842,A. Kaplan
2852308,M. Haenlein
2151840708,Imran Ahmed
31444174,Gwanggil Jeon
1784067,F. Piccialli
46270214,Bingcheng Wang
1740664,P. Rau
2060625934,Tianyi Yuan
2119588844,Junaid Bajwa
2268457013,Usman Munir
2064953709,A. Nori
2116406786,Bryan Williams
2258772335,Firuz Kamalov
2267275190,David Santandreu Calonge
2120620052,Ikhlaas Gurrib
3458650,Anna Jobin
3453968,M. Ienca
145104974,E. Vayena
2757967,Yongjun Xu
2151570322,Qi Wang
2127813,Zhulin An
2148955026,Fei Wang
2107954001,Libo Zhang
2134080148,Yanjun Wu
2150203108,Fengliang Dong
2143644237,Cheng-Wei Qiu
2120101968,Xin Liu
2150086038,Junjun Qiu
2344269534,K. Hua
2147219444,Wentao Su
5024726,Huiyu Xu
2112374642,Yong Han
51199769,Xinya Cao
29993977,En-ju Liu
46607507,C. Fu
2069534711,Zhigang Yin
2144067551,Miao Liu
3660946,R. Roepman
2485739,S. Dietmann
2076561573,M. Virta
108263114,F. Kengara
1713877,Changping Huang
2140326187,Ze Zhang
2135923977,Lifu Zhang
2153707621,Taolan Zhao
2118795900,Jianwei Dai
2144559662,Jialiang Yang
143697703,L. Lan
2114647406,Ming Luo
2110813546,Tao Huang
2118395023,Zhaofeng Liu
2146566239,Sen Qian
122222311,T. An
2146038034,Xingchen Liu
2119454336,Bin Zhang
2158094216,Xiaolei He
2135657405,Shan Cong
50875636,Xiaohong Liu
2155467901,Wei Zhang
7572514,Fang Wang
36875027,Chuan‐Qi Lu
2113440834,Zhipeng Cai
2109240984,James P. Lewis
152584288,J. Tiedje
2286159718,Jiabao Zhang
50131730,Lalitkumar K. Vora
14569224,A. Gholap
2125366113,Keshava Jetha
1714594,R. Thakur
2189065687,H. Solanki
7573580,Vivek P. Chavda
3273326,Bingbing Fang
2217843411,Jiacheng Yu
48354998,Zhonghao Chen
32474777,A. Osman
80967597,Mohamed Farghali
50706019,I. Ihara
3488588,E. Hamza
2126610635,David W. Rooney
123276858,P. Yap
2108279369,Richard J. Chen
2109623647,Judy J. Wang
25259989,Drew F. K. Williamson
2242468870,Tiffany Y. Chen
1959705,Jana Lipková
16184125,Ming Y. Lu
2060422236,S. Sahai
37122655,Faisal Mahmood
1759658,D. Zha
2122929218,Zaid Pervaiz Bhat
51238382,Kwei-Herng Lai
47829900,Fan Yang
47653902,Zhimeng Jiang
2181946372,Shaochen Zhong
2109724398,Xia Hu
1557646902,N. Khalid
2146174432,Adnan Qayyum
144769156,M. Bilal
1404786833,A. Al-Fuqaha
2139199675,Junaid Qadir
51273488,Ahmed Al Kuwaiti
2274559129,Khalid Nazer
2219616129,Abdullah Al-Reedy
2067184257,Shaher Z. Al-Shehri
2373351123,Afnan Almuhanna
3528287,A. Subbarayalu
2220804070,Dhoha Al Muhanna
2083368779,Fahad A Al-Muhanna
51502377,D. Ueda
2227482320,Taichi Kakinuma
2221127929,S. Fujita
2221207775,K. Kamagata
2150400,Y. Fushimi
8853026,Rintaro Ito
13116580,Y. Matsui
3012818,T. Nozaki
3817378,T. Nakaura
2029317,N. Fujima
6054641,F. Tatsugami
39073663,M. Yanagawa
2016969,K. Hirata
145477449,A. Yamada
47209651,T. Tsuboyama
33977375,M. Kawamura
4403860,Tomoyuki Fujioka
2216728,S. Naganawa
2161474852,Abdulaziz Aldoseri
1397713765,K. Al-Khalifa
2256118396,Abdel Magid Hamouda
2073905807,Ahmed M. A. Salih
1416582394,Z. Raisi-Estabragh
7535677,I. Galazzo
2066096280,P. Radeva
2128433007,Steffen E. Petersen
2364820,K. Lekadir
47252797,G. Menegaz
152378504,Michael R. King
2337343124,ChatGPT
8650106,Zahir Kanjee
120187198,Byron Crowe
48883481,A. Rodman
6878211,L. Nazer
2169801312,Razan Zatarah
2220435284,Shai Waldrip
30819540,J. Ke
2139921488,M. Moukheiber
1717205287,A. Khanna
15692126,Rachel S. Hicklen
2145841875,Lama Moukheiber
2114905585,D. Moukheiber
1716546,Haobo Ma
2731090,P. Mathur
2182079774,Bangul Khan
2036663643,Hajira Fatima
2143613791,A. Qureshi
49596260,Surinder Kumar
2407073825,A. Hanan
50877934,J. Hussain
2205182276,Saad Abdullah
1774804,N. Kshetri
2195713700,Yogesh K. Dwivedi
2286055296,Thomas H. Davenport
2260481649,Niki Panteli
2125543425,Ozlem Ozmen Garibay
2911375,Brent D. Winslow
2525289,S. Andolina
144018558,M. Antona
2290342160,Anja Bodenschatz
2112668,Constantinos K. Coursaris
51301693,Gregory Falco
35145855,S. Fiore
1769316,Ivan I. Garibay
2321620228,Keri Grieman
15681144,John C. Havens
1771117,M. Jirotka
1745229,Hernisa Kacorri
1733749,W. Karwowski
3244136,Joseph T. Kider
2478310,J. Konstan
2351064307,Sean Koon
1404481474,M. López-González
1451703298,I. Maifeld-Carucci
34851433,Sean McGregor
1781819,G. Salvendy
1740403,B. Shneiderman
1685903,C. Stephanidis
2139983893,Christina Strobel
2135685353,C. Ten Holter
2155782652,Wei Xu
3914102,Ashish Sarraju
2204252078,Dennis Bruemmer
4796976,E. V. Van Iterson
4159243,L. Cho
2140404141,Fatima Rodriguez
2275501436,Luke Laffin
2198765822,Nafiseh Ghaffar Nia
8307959,E. Kaplanoğlu
144288618,A. Nasab
2225364164,Lena Ivannova Ruiz-Rojas
1410071097,Patricia Acosta-Vargas
2225325036,Javier De-Moreta-Llovet
2224113717,Mario González-Rodríguez
15913738,Changwu Huang
2118689474,Zeqi Zhang
2105731841,Bifei Mao
2115585545,X. Yao
2212887866,Nishith Reddy Mannuru
143787727,Sakib Shahriar
2209524983,Z. A. Teel
2402428563,Ting Wang
66673215,Brady D. Lund
151349904,Solomon Tijani
2241896120,Chalermchai Oak Pohboon
75067375,Daniel A. Agbaji
2376876715,J. Alhassan
2241896550,JaKLyn Galley
2241892110,Raana Kousari
2211498935,Lydia Ogbadu-Oladapo
2237238712,S. Saurav
30626793,Aishwarya Srivastava
2221218808,Sai Priya Tummuru
2241889653,Sravya Uppala
73758213,Praveenkumar Vaidya
2424691,P. Mikalef
2109834922,Manjul Gupta
101331070,Ella Glikson
2696361,A. Woolley
2253812042,Andrew H. Song
35685584,Guillaume Jaume
2187496179,Anurag Vaidya
1384374551,Tiffany R. Miller
2243313274,Saba Shafi
2243580629,Anil V. Parwani
2220253458,Leonardo Banh
144015598,G. Strobel
80470531,M. Dave
144121289,N. Patel
2145130787,Lin Chen
2221641170,Yubing Zhang
2117421506,Yunfei Liu
2221610051,Jianmin Hua
1403852274,A. Al-Fatesh
2110751949,Haotian Yu
152699208,Yunyun Guo
38229622,Markus Langer
2064548667,Daniel Oster
32622348,Timo Speith
143797080,H. Hermanns
34390902,Lena Kästner
2084330522,Eva Schmidt
2079500287,Andreas Sesing
144311915,Kevin Baum
2679144,Mohsen Soori
2171431,B. Arezoo
2105131662,Roza Dastres
39060495,T. Bradshaw
2210280393,Zachary Huemann
47756385,Junjie Hu
2646713,A. Rahmim
2804918,M. Ghassemi
1404268029,Luke Oakden-Rayner
143649421,Andrew Beam
1850516652,Marium Malik
2295101258,M. Tariq
2134807434,Maira Kamran
143750192,M.R Naqvi
2307176652,Ricardo Vinuesa
2622491,Hossein Azizpour
39799707,Iolanda Leite
2599601,Madeline Balaam
1716665,Virginia Dignum
6126354,S. Domisch
122252143,Anna Felländer
34642801,S. Langhans
2011933,Max Tegmark
41019599,F. F. Nerini
2072226241,Feridun Kaya
34909038,F. Aydın
3074222,A. Schepman
2492734,P. Rodway
2195204506,Okan Yeti̇şensoy
2221027869,Meva Demir Kaya
4815642,C. Haug
5777361,J. Drazen
144887886,Christopher J. Kelly
6413143,A. Karthikesalingam
2573615,Mustafa Suleyman
1472894007,Greg C. Corrado
1388915274,Dominic King
40796499,Changhao Xu
2146968880,Samuel A. Solomon
2240275731,Wei Gao
2280222939,Gilles E. Gignac
113628130,Eva T. Szodorai
9088872,Jiahong Su
2117540619,D. Ng
120068783,S. K. Chu
2729443,Sebastian Raisch
90481203,Sebastian Krakowski
1720124,G. Karniadakis
3439407,I. Kevrekidis
2149373363,Lu Lu
3410970,P. Perdikaris
118188801,Sifan Wang
2145494483,Liu Yang
145642373,Han Xiao
4565995,Kashif Rasul
2742129,Roland Vollgraf
51997673,Ninareh Mehrabi
2775559,Fred Morstatter
51884035,N. Saxena
1782658,Kristina Lerman
143728483,A. Galstyan
1388372395,F. Doshi-Velez
3351164,Been Kim
2057642721,Martín Abadi
144758007,P. Barham
2108406634,Jianmin Chen
2545358,Z. Chen
36347083,Andy Davis
49959210,J. Dean
145139947,M. Devin
1780892,S. Ghemawat
2060655766,G. Irving
2090818,M. Isard
1942300,M. Kudlur
3369421,J. Levenberg
3089272,R. Monga
144375552,Sherry Moore
20154699,D. Murray
32163737,Benoit Steiner
2080690,P. Tucker
2053781980,Vijay Vasudevan
47941411,Pete Warden
35078078,M. Wicke
2117163698,Yuan Yu
2108113547,Xiaoqiang Zhang
2078528337,Ashish Agarwal
2445241,E. Brevdo
48738717,C. Citro
32131713,G. Corrado
153440022,I. Goodfellow
2064102917,A. Harp
39978391,Yangqing Jia
1944541,R. Józefowicz
40527594,Lukasz Kaiser
30415265,Dandelion Mané
2357599490,C. Olah
144927151,M. Schuster
1789737,Jonathon Shlens
1701686,I. Sutskever
35210462,Kunal Talwar
2657155,Vincent Vanhoucke
1765169,F. Viégas
1689108,O. Vinyals
145233583,M. Wattenberg
2152198093,Xiaoqiang Zheng
1756344,T. Baltrušaitis
118242121,Chaitanya Ahuja
49933077,Louis-philippe Morency
2520493,R. Shokri
34828439,M. Stronati
3469125,Congzheng Song
1723945,Vitaly Shmatikov
48594758,Weihua Hu
3410500,Matthias Fey
2047998,Yuxiao Dong
40046694,Hongyu Ren
2156641189,Bowen Liu
1754926,Michele Catasta
3008587,Xingjian Shi
2192200,Zhourong Chen
49528584,Hao Wang
1739816,D. Yeung
145771919,W. Wong
2183294,W. Woo
36203548,N. Nathani
2302607913,Abhishek Singh
2039588,Keith Bonawitz
2072422622,Vladimir Ivanov
4908509,Ben Kreuter
2212030,Antonio Marcedone
145057514,H. B. McMahan
34521172,Sarvar Patel
1878835,Daniel Ramage
2064203013,Aaron Segal
34185195,Karn Seth
2367796356,Nicolas Papernot
144061974,P. Mcdaniel
1680133,S. Jha
144643812,Z. Celik
144231976,A. Swami
2570016,Fabian Pedregosa
3025780,G. Varoquaux
1797840,Alexandre Gramfort
52200573,V. Michel
8493461,B. Thirion
2958756,O. Grisel
27257992,Mathieu Blondel
1881041,Gilles Louppe
2780213,P. Prettenhofer
2067827437,Ron Weiss
39571582,Ron J. Weiss
2081469,J. Vanderplas
144720379,Alexandre Passos
3084321,D. Cournapeau
2423884,M. Brucher
35243423,M. Perrot
1710398,E. Duchesnay
26331346,V. Chernozhukov
88741529,D. Chetverikov
88741890,Mert Demirer
2259683,E. Duflo
144613163,Christian Hansen
3646527,W. Newey
145607066,J. Robins
1579855258,O. Rainio
5303884,J. Teuho
2208742466,R. Klén
46216076,Bradley C. Boehmke
35664117,Brandon M. Greenwell
2856207,T. Hengl
7549589,Jorge Mendes de Jesus
145253407,G. Heuvelink
9583743,Maria Ruiperez González
30504500,M. Kilibarda
9030720,Aleksandar Blagotić
2228185935,Shangguan Wei
3376186,Marvin N. Wright
3018223,X. Geng
1402912902,B. Bauer-Marschallinger
145669099,M. Guevara
145632581,R. Vargas
145028966,R. MacMillan
49399380,N. Batjes
100653750,J. Leenaars
32830771,E. Ribeiro
2924968,Ichsani Wheeler
2146245,S. Mantel
4953836,B. Kempen
1694621,Michael I. Jordan
2066277988,T. Mitchell
144108062,Jasper Snoek
1777528,H. Larochelle
1722180,Ryan P. Adams
52184096,L. Bottou
2198436,Frank E. Curtis
2784955,J. Nocedal
1624030637,Li Yang
1743065,A. Shami
1582428254,Pantelis Linardatos
1753333150,Vasilis Papastefanopoulos
1697867,S. Kotsiantis
48275624,S. Berg
145708428,D. Kutra
2066522012,Thorben Kroeger
145486652,C. Straehle
2834950,Bernhard X. Kausler
2057581,Carsten Haubold
1725192,Martin Schiegg
144560453,J. Ales
46478540,T. Beier
88997220,M. Rudy
47829712,Kemal Eren
2699111,Jaime I. Cervantes
1968352,Buote Xu
1397152727,Fynn Beuttenmueller
67091521,A. Wolny
2111387698,Chong Zhang
1708103,U. Köthe
1685187,F. Hamprecht
3190177,A. Kreshuk
3300287,K. Butler
48592354,D. Davies
2527511,H. Cartwright
2385206,O. Isayev
144485183,A. Walsh
1829456,Y. Lei
2118581438,Bin Yang
2144793979,Xinwei Jiang
46691607,Feng Jia
2217450625,Naipeng Li
145720325,A. Nandi
144865353,B. Pang
145810617,Lillian Lee
2066721,Shivakumar Vaithyanathan
2276425205,Ilan Price
2266397148,Alvaro Sanchez-Gonzalez
2266458515,Ferran Alet
2054134761,Tom R. Andersson
2276424339,A. El-Kadi
2333886808,Dominic Masters
23988602,T. Ewalds
2114860628,Jacklynn Stott
2276486102,Shakir Mohamed
2265552107,Peter W. Battaglia
2266459752,Remi Lam
2266396481,Matthew Willson
3083169,S. Brunton
144875384,B. R. Noack
1802604,P. Koumoutsakos
1744109,S. Salzberg
1800681,Alberto Maria Segre
1389955537,S. Shalev-Shwartz
1401829700,Shai Ben-David
3094352,Peva Blanchard
9623412,E. Mhamdi
1727558,R. Guerraoui
1718150,J. Stainer
145714153,Alexey Kurakin
1751569,Samy Bengio
1736370,D. Koller
50785579,N. Friedman
153096457,Qiang Yang
1614034792,Yang Liu
11573257,Tianjian Chen
8230559,Yongxin Tong
1721991,E. Rosten
144418842,T. Drummond
9957625,Zhenqin Wu
5932099,Evan N. Feinberg
145986494,Joseph Gomes
2347660128,Caleb Geniesse
5929246,Aneesh S. Pappu
40867019,K. Leswing
1806271,V. Pande
1773836,Payman Mohassel
2108473999,Yupeng Zhang
1979489,Kyunghyun Cho
3158246,B. V. Merrienboer
1854385,Çaglar Gülçehre
3335364,Dzmitry Bahdanau
2076086,Fethi Bougares
144518416,Holger Schwenk
1751762,Yoshua Bengio
36526409,Joe G. Greener
2262107,S. Kandathil
50881145,Lewis Moffat
2118729790,David T. Jones
2087620751,Bahzad Charbuty
35323115,A. Abdulazeez
3793520,J. Vamathevan
47420092,Dominic Clark
1927408,P. Czodrowski
144312222,I. Dunham
2064181672,Edgardo Ferran
2166424886,George Lee
2185912448,Bin Li
1705442,A. Madabhushi
34243620,Parantu K. Shah
144357385,M. Spitzer
3926122,Shanrong Zhao
3012649,Christian Janiesch
2148733,Patrick Zschech
30004936,K. Heinrich
2130148626,Dana Pessach
1824816,E. Shmueli
47896740,Hongyuan Lu
146482230,Daniel J. Diaz
1581626498,Natalie J. Czarnecki
11308819,Congzhi Zhu
2143948699,Wantae Kim
145230191,Raghav Shroff
2133560828,Daniel J. Acosta
2133614006,Brad Alexander
2133153248,Hannah O. Cole
2152822214,Yan Zhang
4805394,Nathaniel A. Lynd
3210657,A. Ellington
48532409,H. Alper
2752858,Konstantinos G. Liakos
3375011,P. Busato
3201660,D. Moshou
145802955,S. Pearson
2345652,D. Bochtis
2247411478,Carl E. Rasmussen
2248834664,Christopher K. I. Williams
2046108691,Pengcheng Xu
2212548000,Xiaobo Ji
2145962665,Minjie Li
2111608481,Wencong Lu
143746845,Xing Lin
48156295,Y. Rivenson
3913651,N. Yardimci
4901769,Muhammed Veli
5602194,Yilin Luo
2146359,M. Jarrahi
2660014,A. Ozcan
40833997,Dmitrii Kochkov
2119124568,Jamie A. Smith
2078196952,Ayya Alieva
2274199111,Qing Wang
36397553,M. Brenner
2257229905,Stephan Hoyer
2143532704,Qi An
2162220859,Saifur Rahman
2215360053,Jingwen Zhou
29413196,James Jin Kang
1739503,A. G. Baydin
1700974,Barak A. Pearlmutter
1767709,Alexey Radul
1737754,J. Siskind
2181966147,Abhishek V A
2238323908,Binny S
2181972275,Johan T R
2181974014,Nithin Raj
2181972083,Vishal Thomas
145666101,Gustavo E. A. P. A. Batista
1793286,R. Prati
1737677,M. C. Monard
2077989,Rahul C. Deo
145520115,Mikhail Belkin
143724861,Daniel J. Hsu
143791100,Siyuan Ma
151213231,Soumik Mandal
2713842,Brian Knott
2262405,Shobha Venkataraman
144479015,Awni Y. Hannun
2264597,Shubho Sengupta
3407874,Mark Ibrahim
1803520,L. Maaten
1691955,Eyke Hüllermeier
3249834,W. Waegeman
48395540,C. Rudin
2143786389,Zhi Chen
2146285954,Haiyang Huang
151489878,Lesia Semenova
1750932565,Chudi Zhong
2214719204,Arsenii Senokosov
2276611349,Alexander Sedykh
2087046300,A. Sagingalieva
2225988607,Basil Kyriacou
2202522018,A. Melnikov
2149390974,Jonathan Schmidt
143837407,Mário R. G. Marques
5517714,S. Botti
2342521061,Miguel A. L. Marques
2837279,Jaeyong Kang
48740398,Z. Ullah
1969352,Jeonghwan Gwak
2192840743,M. Cerezo
102620709,Guillaume Verdon
2343654,Hsin-Yuan Huang
49556529,L. Cincio
50721537,Patrick J. Coles
2173960876,N. Pudjihartono
26981228,T. Fadason
2121964257,A. Kempa-Liehr
1395754308,J. O’Sullivan
1402122878,E. Mosqueira-Rey
1401777431,Elena Hernández-Pereira
1403901547,David Alonso-Ríos
1403863088,José Bobes-Bascarán
1402123073,Á. Fernández-Leal
1405970378,Mengyuan Zhu
39055212,Jiawei Wang
2143951123,Xiao Yang
2241941714,Linyu Zhang
2114292098,Hongqiang Ren
2162049908,Bin Wu
2155922215,Lin Ye
35806328,Benedek Rozemberczki
2058604454,Lauren Watson
2056355686,P. Bayer
2820299,Hao-Tsung Yang
104031520,Oliver Kiss
2136371907,Sebastian Nilsson
2056781762,Rik Sarkar
50055322,Ling Huang
1687701,A. Joseph
39743720,B. Nelson
2064046776,Benjamin I. P. Rubinstein
1787610,J. D. Tygar
33791144,D. V. Carvalho
35153466,E. M. Pereira
3698192,Jaime S. Cardoso
1944680782,Thomas van Klompenburg
2805164,A. Kassahun
3213443,C. Catal
144585578,W. James Murdoch
145229121,Chandan Singh
19225295,Karl Kumbier
1405625449,R. Abbasi-Asl
2116415778,Bin Yu
145678691,G. Huang
50736254,Qin-Yu Zhu
1683268,C. Siew
9914431,Oliver T. Unke
7631063,Stefan Chmiela
10667063,H. Sauceda
5742764,M. Gastegger
5667638,I. Poltavsky
33075217,Kristof T. Schütt
2462983,A. Tkatchenko
145034054,K. Müller
153171583,Jia Wu
2109243152,Xiuyun Chen
1682058,H. Zhang
2068236437,Li-Dong Xiong
1878461,Hang Lei
48136123,S. Deng
3407277,Adam Paszke
39793298,Sam Gross
1403239967,Francisco Massa
1977806,Adam Lerer
2065251344,James Bradbury
114250963,Gregory Chanan
2059271276,Trevor Killeen
3370429,Zeming Lin
3365851,N. Gimelshein
3029482,L. Antiga
3050846,Alban Desmaison
1473151134,Andreas Köpf
2052812305,E. Yang
2253681376,Zachary DeVito
10707709,Martin Raison
41203992,Alykhan Tejani
22236100,Sasank Chilamkurthy
152599430,Lu Fang
2113829116,Junjie Bai
2127604,Soumith Chintala
7886986,Fabian Isensee
51433108,P. Jaeger
51011129,Simon A. A. Kohl
152800798,Jens Petersen
1397951928,Klaus Hermann Maier-Hein
2281247548,Laith Alzubaidi
1754598,Jinglan Zhang
2073994643,A. Humaidi
1409267833,Ayad Al-dujaili
145013346,Y. Duan
1410016448,O. Al-Shamma
2146732191,José I. Santamaría
1412407676,M. Fadhel
1412958882,Muthana Al-Amidie
144121680,Laith Farhan
143826246,A. Ma̧dry
17775913,Aleksandar Makelov
152772922,Ludwig Schmidt
2754804,Dimitris Tsipras
2869958,Adrian Vladu
150064574,Connor Shorten
1725285,T. Khoshgoftaar
47645184,Alex Kendall
2681954,Y. Gal
145401977,M. Raissi
2068891,Alexander Mathis
41020817,P. Mamidanna
50283382,Kevin M. Cury
39107109,Taiga Abe
